,manhattan,tip,dist,speed,pass
3666652,2,1,3,3,1
3667970,1,1,4,1,2
3668258,1,1,6,6,1
3668480,2,4,2,2,2
3668526,2,1,1,1,1
3668546,1,1,6,3,1
3668697,2,2,1,1,1
3668916,2,1,1,2,1
3668985,2,6,1,1,3
3669004,2,1,4,4,1
3669678,2,1,2,1,1
3669698,1,5,5,3,3
3670426,1,2,5,2,1
3670472,1,5,5,4,1
3670856,2,1,1,1,1
3670869,2,2,2,2,1
3671217,2,3,1,1,2
3671262,2,3,2,1,2
3671793,2,1,2,2,1
3671834,2,1,3,2,1
3671925,1,3,1,2,2
3672301,2,4,3,4,3
3672341,2,4,3,3,2
3672827,1,1,1,1,1
3673460,1,1,3,2,4
3673710,2,4,1,1,2
3673919,2,3,3,3,2
3675260,1,4,1,2,1
3675393,2,4,4,5,1
3675534,1,1,1,2,1
3675967,1,6,1,1,1
3676103,2,6,1,1,2
3676113,2,6,1,1,4
3676284,1,1,6,3,1
3676405,2,6,1,2,4
3676980,2,3,1,2,1
3677077,1,1,1,3,2
3677480,2,1,4,4,1
3677525,2,3,2,3,1
3678849,2,2,2,2,1
3678861,2,3,4,3,1
3678868,2,3,4,4,1
3679065,2,4,1,1,2
3679300,2,3,2,3,1
3679471,1,3,1,1,2
3680004,2,1,2,2,1
3680446,1,4,1,2,1
3680804,1,4,4,6,1
3681268,2,4,1,1,2
3681554,2,4,3,4,3
3682442,1,1,5,6,1
3682980,1,1,6,6,1
3683267,1,1,5,6,1
3683342,1,1,1,1,1
3683700,1,1,5,5,1
3684292,2,1,1,2,1
3684311,2,4,1,1,1
3684620,1,2,2,2,1
3685228,2,1,2,2,1
3686428,2,3,4,2,3
3686554,1,1,1,1,1
3686810,2,2,2,1,1
3687849,2,1,4,4,1
3687861,2,1,2,3,1
3687892,2,3,5,3,4
3689220,2,2,4,3,1
3689229,2,1,4,3,1
3689433,2,2,1,1,1
3689576,2,5,1,2,3
3689892,1,2,5,3,1
3690410,2,4,1,1,2
3758690,1,1,5,6,4
3759028,2,4,1,1,3
3759061,2,1,1,1,1
3759156,1,2,6,4,1
3759344,2,1,1,1,1
3759364,2,2,3,3,1
3759986,1,1,2,3,1
3760079,1,4,2,4,1
3760092,1,1,4,2,2
3760152,1,1,1,1,1
3760850,1,4,4,3,1
3762009,2,3,1,1,1
3762012,2,3,3,1,1
3762415,1,1,1,1,1
3762989,2,3,1,2,3
3763072,1,2,1,1,2
3763559,2,1,3,3,1
3763586,1,1,6,2,1
3764476,2,1,2,2,1
3764529,2,2,1,1,1
3766466,1,1,4,2,1
3766474,1,5,1,1,1
3766610,1,2,6,3,1
3766663,1,1,4,1,4
3766754,1,4,6,2,4
3767018,2,1,2,3,1
3767234,2,3,1,2,2
3767454,2,1,3,2,1
3767500,2,5,4,1,1
3767546,1,3,5,2,2
3767671,1,1,1,1,1
3768141,2,4,2,2,2
3768554,1,1,3,3,1
3768717,2,4,6,6,1
3769164,1,1,6,1,2
3769353,2,3,1,1,2
3769751,2,1,3,2,1
3770230,1,1,4,2,1
3770354,1,1,2,3,1
3770389,1,1,1,3,1
3770544,1,1,6,4,1
3770792,2,2,4,3,1
3770834,2,4,4,2,3
3771394,1,3,2,6,1
3771429,1,4,6,3,1
3771454,1,4,2,3,1
3772202,2,4,2,3,2
3772389,2,6,3,2,4
3772418,2,1,1,1,1
3772836,1,1,5,3,1
3772908,1,2,6,5,3
3772980,1,3,6,6,4
3773431,1,4,4,3,1
3774466,1,1,2,5,1
3774717,1,1,1,1,4
3774727,1,1,1,1,1
3775417,1,1,1,2,1
3775518,2,3,4,3,1
3775538,1,2,2,3,2
3775996,2,1,1,1,1
3776945,1,1,1,2,1
3777815,2,3,3,3,1
3777821,2,1,1,2,1
3777887,2,3,1,2,2
3777914,1,1,5,2,1
3777968,1,1,1,1,1
3778020,1,2,5,3,1
3778942,1,1,1,1,1
3779073,2,1,6,6,1
3779642,1,1,6,4,1
3779766,2,4,1,1,2
3780290,1,6,4,4,1
3780601,1,4,2,1,2
3780698,2,1,3,2,1
3780719,2,1,3,3,1
3781792,1,5,6,4,3
3781837,1,1,1,2,1
3781941,1,1,1,2,1
3782783,2,6,2,3,3
3782893,2,4,3,2,1
3782932,2,1,1,1,1
3783071,2,1,1,2,1
3783348,1,1,6,5,3
3784946,2,1,1,1,1
3784989,2,1,2,2,1
3785104,1,1,4,2,1
3785114,1,1,6,4,1
3785197,2,4,2,2,3
3785968,1,3,2,2,2
3787058,1,1,2,2,1
3787452,1,1,6,6,2
3787490,1,2,6,5,1
3787533,1,1,2,3,2
3787767,2,1,3,3,1
3788255,2,4,1,1,3
3788354,1,1,6,2,1
3788906,2,2,1,1,1
3789362,1,3,4,3,4
3791029,2,3,1,2,1
3791529,2,3,3,5,1
3791666,1,1,4,4,1
3793333,2,1,1,2,1
3793446,2,5,1,1,3
3793520,1,3,1,1,1
3793970,1,1,3,4,1
3795364,2,1,4,3,1
3795602,2,2,2,3,1
3797210,1,1,6,6,1
3797426,1,1,2,5,1
3797532,1,1,5,6,1
3798558,2,5,3,1,1
3798585,2,1,1,1,1
3799190,1,1,3,5,1
3799233,2,1,2,1,1
3799863,2,2,3,3,1
3800091,1,1,1,1,4
3800469,2,2,2,2,1
3800498,2,2,1,1,1
3800570,2,2,1,1,1
3800745,2,1,3,2,1
3800757,2,6,1,1,4
3800861,2,2,1,2,1
3801367,1,1,2,2,1
3801493,1,1,2,2,1
3801564,1,2,4,6,1
3801624,1,1,1,1,3
3801900,2,4,1,2,1
3802573,1,3,1,2,4
3802907,1,1,2,1,1
3803309,2,4,4,2,1
3803740,2,2,3,3,1
3803887,1,5,1,1,1
3804338,1,1,2,4,1
3805183,1,1,3,2,1
3805220,1,4,4,6,1
3805682,2,3,1,1,2
3805757,2,1,2,1,1
3805983,2,3,2,2,1
3806013,2,4,1,2,2
3807794,1,3,3,4,4
3808116,1,3,4,5,1
3808351,1,4,1,2,4
3808490,2,3,2,3,2
3808560,1,6,1,1,1
3808952,2,4,1,1,2
3809582,1,5,2,4,4
3809644,2,1,2,2,1
3809646,2,4,2,1,2
3810348,1,1,6,5,1
3810386,1,1,1,2,1
3810420,1,2,5,4,1
3810550,1,1,4,3,1
3810879,2,1,1,1,1
3810896,2,1,1,1,1
3811154,2,1,3,3,1
3811184,2,4,1,1,2
3811228,2,4,3,2,3
3811802,2,3,3,2,1
3811826,1,2,2,3,1
3811934,1,1,1,2,1
3812186,1,3,5,5,1
3812618,1,4,5,5,1
3812854,1,3,6,5,1
3813848,2,1,1,1,1
3813887,2,4,2,3,2
3814149,2,4,4,3,1
3814175,2,4,1,1,2
3814201,1,2,2,1,1
3814255,1,5,1,1,3
3814328,1,1,1,2,1
3814524,1,1,5,3,1
3814789,2,4,1,1,2
3814826,2,5,1,1,3
3814854,1,6,5,3,4
3815066,1,2,3,3,1
3815230,1,2,1,1,3
